OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
139,9,Kildare,222504,2020/03/05 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
140,10,Kilkenny,99232,2020/03/05 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
141,11,Laois,84697,2020/03/05 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
142,12,Leitrim,32044,2020/03/05 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
143,13,Limerick,194899,2020/03/05 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
144,14,Longford,40873,2020/03/05 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
145,15,Louth,128884,2020/03/05 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
146,16,Mayo,130507,2020/03/05 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
147,17,Meath,195044,2020/03/05 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
148,18,Monaghan,61386,2020/03/05 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
149,19,Offaly,77961,2020/03/05 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.378583655,5558826350.06292
150,20,Roscommon,64544,2020/03/05 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.154575241,7278743875.74053
151,21,Sligo,65535,2020/03/05 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.870285504,5348370378.15199
152,22,Tipperary,159553,2020/03/05 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.579658178,11551196729.2754
153,23,Waterford,116176,2020/03/05 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.903993029,4848379554.98393
154,24,Westmeath,88770,2020/03/05 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.332716032,5208705730.29998
155,25,Wexford,149722,2020/03/05 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.476745023,6332221063.42107
156,26,Wicklow,142425,2020/03/05 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.198566779,5580728578.64434
157,1,Carlow,56932,2020/03/06 00:00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.572538664,2432351721.08439
158,2,Cavan,76176,2020/03/06 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.496459225,5575009910.82163
159,3,Clare,118817,2020/03/06 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95023179,8722541705.68269
160,4,Cork,542868,2020/03/06 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.40863365,19529490885.5341
161,5,Donegal,159192,2020/03/06 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.77438756,14624041936.8887
162,6,Dublin,1347359,2020/03/06 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.53182733,2612632654.59451
163,7,Galway,258058,2020/03/06 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.28611619,17079158586.253
164,8,Kerry,147707,2020/03/06 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.81860439,12483603408.0519
165,9,Kildare,222504,2020/03/06 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
166,10,Kilkenny,99232,2020/03/06 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
167,11,Laois,84697,2020/03/06 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
168,12,Leitrim,32044,2020/03/06 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
169,13,Limerick,194899,2020/03/06 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
170,14,Longford,40873,2020/03/06 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
171,15,Louth,128884,2020/03/06 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
172,16,Mayo,130507,2020/03/06 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
173,17,Meath,195044,2020/03/06 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
174,18,Monaghan,61386,2020/03/06 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
175,19,Offaly,77961,2020/03/06 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.378583655,5558826350.06292
176,20,Roscommon,64544,2020/03/06 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.154575241,7278743875.74053
177,21,Sligo,65535,2020/03/06 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.870285504,5348370378.15199
178,22,Tipperary,159553,2020/03/06 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.579658178,11551196729.2754
179,23,Waterford,116176,2020/03/06 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.903993029,4848379554.98393
180,24,Westmeath,88770,2020/03/06 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.332716032,5208705730.29998
181,25,Wexford,149722,2020/03/06 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.476745023,6332221063.42107
182,26,Wicklow,142425,2020/03/06 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.198566779,5580728578.64434
183,1,Carlow,56932,2020/03/07 00:00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.572538664,2432351721.08439
184,2,Cavan,76176,2020/03/07 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.496459225,5575009910.82163
185,3,Clare,118817,2020/03/07 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95023179,8722541705.68269
186,4,Cork,542868,2020/03/07 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.40863365,19529490885.5341
187,5,Donegal,159192,2020/03/07 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.77438756,14624041936.8887
188,6,Dublin,1347359,2020/03/07 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.53182733,2612632654.59451
189,7,Galway,258058,2020/03/07 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.28611619,17079158586.253
190,8,Kerry,147707,2020/03/07 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.81860439,12483603408.0519
191,9,Kildare,222504,2020/03/07 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
192,10,Kilkenny,99232,2020/03/07 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
193,11,Laois,84697,2020/03/07 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
194,12,Leitrim,32044,2020/03/07 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
195,13,Limerick,194899,2020/03/07 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
196,14,Longford,40873,2020/03/07 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
197,15,Louth,128884,2020/03/07 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
198,16,Mayo,130507,2020/03/07 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
199,17,Meath,195044,2020/03/07 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
200,18,Monaghan,61386,2020/03/07 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
201,19,Offaly,77961,2020/03/07 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.378583655,5558826350.06292
202,20,Roscommon,64544,2020/03/07 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.154575241,7278743875.74053
203,21,Sligo,65535,2020/03/07 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.870285504,5348370378.15199
204,22,Tipperary,159553,2020/03/07 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.579658178,11551196729.2754
205,23,Waterford,116176,2020/03/07 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.903993029,4848379554.98393
206,24,Westmeath,88770,2020/03/07 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.332716032,5208705730.29998
207,25,Wexford,149722,2020/03/07 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.476745023,6332221063.42107
208,26,Wicklow,142425,2020/03/07 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.198566779,5580728578.64434
209,1,Carlow,56932,2020/03/08 00:00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.572538664,2432351721.08439
210,2,Cavan,76176,2020/03/08 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.496459225,5575009910.82163
211,3,Clare,118817,2020/03/08 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95023179,8722541705.68269
212,4,Cork,542868,2020/03/08 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.40863365,19529490885.5341
213,5,Donegal,159192,2020/03/08 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.77438756,14624041936.8887
214,6,Dublin,1347359,2020/03/08 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.53182733,2612632654.59451
215,7,Galway,258058,2020/03/08 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.28611619,17079158586.253
216,8,Kerry,147707,2020/03/08 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.81860439,12483603408.0519
217,9,Kildare,222504,2020/03/08 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
218,10,Kilkenny,99232,2020/03/08 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
219,11,Laois,84697,2020/03/08 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
220,12,Leitrim,32044,2020/03/08 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
221,13,Limerick,194899,2020/03/08 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
222,14,Longford,40873,2020/03/08 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
223,15,Louth,128884,2020/03/08 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
224,16,Mayo,130507,2020/03/08 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
225,17,Meath,195044,2020/03/08 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
226,18,Monaghan,61386,2020/03/08 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
227,19,Offaly,77961,2020/03/08 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.378583655,5558826350.06292
228,20,Roscommon,64544,2020/03/08 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.154575241,7278743875.74053
229,21,Sligo,65535,2020/03/08 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.870285504,5348370378.15199
230,22,Tipperary,159553,2020/03/08 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.579658178,11551196729.2754
231,23,Waterford,116176,2020/03/08 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.903993029,4848379554.98393
232,24,Westmeath,88770,2020/03/08 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.332716032,5208705730.29998
233,25,Wexford,149722,2020/03/08 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.476745023,6332221063.42107
234,26,Wicklow,142425,2020/03/08 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.198566779,5580728578.64434
235,1,Carlow,56932,2020/03/09 00:00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.572538664,2432351721.08439
236,2,Cavan,76176,2020/03/09 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.496459225,5575009910.82163
237,3,Clare,118817,2020/03/09 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95023179,8722541705.68269
238,4,Cork,542868,2020/03/09 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.40863365,19529490885.5341
239,5,Donegal,159192,2020/03/09 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.77438756,14624041936.8887
240,6,Dublin,1347359,2020/03/09 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.53182733,2612632654.59451
241,7,Galway,258058,2020/03/09 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.28611619,17079158586.253
242,8,Kerry,147707,2020/03/09 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.81860439,12483603408.0519
243,9,Kildare,222504,2020/03/09 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
244,10,Kilkenny,99232,2020/03/09 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
245,11,Laois,84697,2020/03/09 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
246,12,Leitrim,32044,2020/03/09 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
247,13,Limerick,194899,2020/03/09 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
248,14,Longford,40873,2020/03/09 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
249,15,Louth,128884,2020/03/09 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
250,16,Mayo,130507,2020/03/09 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
251,17,Meath,195044,2020/03/09 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
252,18,Monaghan,61386,2020/03/09 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
253,19,Offaly,77961,2020/03/09 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.378583655,5558826350.06292
254,20,Roscommon,64544,2020/03/09 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.154575241,7278743875.74053
255,21,Sligo,65535,2020/03/09 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.870285504,5348370378.15199
256,22,Tipperary,159553,2020/03/09 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.579658178,11551196729.2754
257,23,Waterford,116176,2020/03/09 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.903993029,4848379554.98393
258,24,Westmeath,88770,2020/03/09 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.332716032,5208705730.29998
259,25,Wexford,149722,2020/03/09 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.476745023,6332221063.42107
260,26,Wicklow,142425,2020/03/09 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.198566779,5580728578.64434
261,1,Carlow,56932,2020/03/10 00:00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.572538664,2432351721.08439
262,2,Cavan,76176,2020/03/10 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.496459225,5575009910.82163
263,3,Clare,118817,2020/03/10 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95023179,8722541705.68269
264,4,Cork,542868,2020/03/10 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.40863365,19529490885.5341
265,5,Donegal,159192,2020/03/10 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.77438756,14624041936.8887
266,6,Dublin,1347359,2020/03/10 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.53182733,2612632654.59451
267,7,Galway,258058,2020/03/10 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.28611619,17079158586.253
268,8,Kerry,147707,2020/03/10 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.81860439,12483603408.0519
269,9,Kildare,222504,2020/03/10 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
270,10,Kilkenny,99232,2020/03/10 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
271,11,Laois,84697,2020/03/10 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
272,12,Leitrim,32044,2020/03/10 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
273,13,Limerick,194899,2020/03/10 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
274,14,Longford,40873,2020/03/10 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
275,15,Louth,128884,2020/03/10 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
276,16,Mayo,130507,2020/03/10 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
277,17,Meath,195044,2020/03/10 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
278,18,Monaghan,61386,2020/03/10 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
